iter	Passed	Remaining
1718	3478	4615
1719	3480	4614
1720	3482	4611
1721	3484	4609
1722	3486	4607
1723	3488	4605
1724	3490	4603
1725	3492	4601
1726	3494	4599
1727	3497	4597
1728	3498	4595
1729	3500	4593
1730	3502	4591
1731	3504	4589
1732	3506	4587
1733	3509	4585
1734	3511	4583
1735	3513	4581
1736	3514	4579
1737	3516	4576
1738	3518	4574
1739	3520	4572
1740	3522	4570
1741	3524	4568
1742	3526	4566
1743	3528	4564
1744	3530	4562
1745	3532	4560
1746	3534	4558
1747	3536	4556
1748	3538	4554
1749	3540	4552
1750	3542	4550
1751	3544	4548
1752	3546	4545
1753	3548	4543
1754	3550	4541
1755	3552	4539
1756	3553	4537
1757	3556	4535
1758	3558	4533
1759	3560	4531
1760	3562	4529
1761	3565	4528
1762	3568	4528
1763	3573	4529
1764	3576	4528
1765	3590	4541
1766	3595	4543
1767	3599	4543
1768	3604	4545
1769	3606	4544
1770	3609	4542
1771	3612	4542
1772	3615	4541
1773	3619	4541
1774	3621	4540
1775	3624	4538
1776	3626	4536
1777	3629	4536
1778	3631	4533
1779	3633	4531
1780	3636	4530
1781	3638	4528
1782	3642	4528
1783	3645	4527
1784	3647	4525
1785	3649	4523
1786	3651	4521
1787	3652	4519
1788	3654	4517
1789	3657	4515
1790	3659	4513
1791	3661	4511
1792	3663	4509
1793	3665	4507
1794	3669	4507
1795	3671	4505
1796	3673	4503
1797	3675	4501
1798	3677	4499
1799	3679	4496
1800	3681	4494
1801	3683	4492
1802	3685	4490
1803	3687	4488
1804	3690	4487
1805	3692	4485
1806	3694	4483
1807	3696	4481
1808	3698	4479
1809	3700	4477
1810	3702	4475
1811	3704	4473
1812	3706	4471
1813	3708	4469
1814	3710	4467
1815	3712	4464
1816	3714	4462
1817	3716	4460
1818	3719	4459
1819	3721	4457
1820	3723	4455
1821	3725	4453
1822	3727	4450
1823	3728	4448
1824	3730	4446
1825	3732	4443
1826	3734	4441
1827	3736	4439
1828	3738	4437
1829	3740	4435
1830	3742	4433
1831	3744	4431
1832	3746	4429
1833	3748	4427
1834	3750	4425
1835	3753	4423
1836	3755	4422
1837	3758	4420
1838	3760	4418
1839	3761	4416
1840	3764	4414
1841	3766	4412
1842	3768	4410
1843	3771	4409
1844	3773	4407
1845	3775	4405
1846	3777	4403
1847	3779	4401
1848	3781	4399
1849	3783	4397
1850	3785	4395
1851	3787	4393
1852	3790	4391
1853	3792	4389
1854	3794	4387
1855	3796	4385
1856	3798	4383
1857	3801	4382
1858	3803	4380
1859	3805	4378
1860	3807	4376
1861	3809	4374
1862	3811	4372
1863	3813	4370
1864	3815	4368
1865	3817	4366
1866	3819	4363
1867	3821	4361
1868	3823	4359
1869	3825	4357
1870	3827	4355
1871	3829	4353
1872	3831	4351
1873	3833	4349
1874	3836	4347
1875	3838	4345
1876	3840	4343
1877	3841	4341
1878	3844	4339
1879	3846	4337
1880	3848	4335
1881	3850	4333
1882	3852	4331
1883	3854	4329
1884	3856	4327
1885	3858	4325
1886	3860	4323
1887	3862	4320
1888	3864	4319
1889	3866	4316
1890	3868	4314
1891	3870	4312
1892	3872	4310
1893	3874	4308
1894	3876	4305
1895	3878	4303
1896	3880	4301
1897	3882	4299
1898	3883	4297
1899	3885	4294
1900	3887	4292
1901	3889	4290
1902	3891	4287
1903	3893	4285
1904	3894	4283
1905	3897	4281
1906	3899	4279
1907	3901	4277
1908	3903	4275
1909	3905	4273
1910	3907	4270
1911	3908	4268
1912	3910	4266
1913	3912	4264
1914	3914	4262
1915	3916	4260
1916	3918	4258
1917	3920	4255
1918	3922	4253
1919	3924	4251
1920	3926	4249
1921	3928	4247
1922	3930	4244
1923	3931	4242
1924	3933	4240
1925	3935	4237
1926	3937	4235
1927	3939	4233
1928	3941	4231
1929	3943	4229
1930	3945	4227
1931	3947	4225
1932	3949	4222
1933	3950	4220
1934	3953	4218
1935	3955	4216
1936	3957	4214
1937	3959	4212
1938	3961	4210
1939	3963	4208
1940	3965	4206
1941	3967	4204
1942	3969	4202
1943	3972	4200
1944	3974	4198
1945	3975	4196
1946	3977	4194
1947	3980	4192
1948	3982	4190
1949	3984	4188
1950	3986	4186
1951	3987	4184
1952	3989	4181
1953	3991	4179
1954	3993	4177
1955	3995	4175
1956	3997	4173
1957	3999	4171
1958	4001	4169
1959	4003	4166
1960	4005	4164
1961	4007	4162
1962	4009	4160
1963	4011	4158
1964	4013	4156
1965	4015	4153
1966	4017	4151
1967	4019	4149
1968	4020	4147
1969	4022	4145
1970	4024	4143
1971	4026	4140
1972	4028	4138
1973	4030	4136
1974	4032	4134
1975	4034	4132
1976	4036	4130
1977	4038	4128
1978	4040	4126
1979	4042	4123
1980	4044	4121
1981	4046	4119
1982	4047	4117
1983	4049	4114
1984	4051	4112
1985	4053	4110
1986	4054	4108
1987	4056	4105
1988	4058	4103
1989	4060	4101
1990	4062	4098
1991	4064	4096
1992	4065	4094
1993	4067	4092
1994	4069	4090
1995	4071	4087
1996	4073	4085
1997	4075	4083
1998	4077	4081
1999	4079	4079
2000	4081	4077
2001	4083	4075
2002	4085	4073
2003	4087	4070
2004	4089	4068
2005	4091	4066
2006	4093	4064
2007	4095	4062
2008	4097	4060
2009	4099	4058
2010	4101	4056
2011	4103	4054
2012	4105	4052
2013	4107	4050
2014	4109	4048
2015	4111	4046
2016	4113	4044
2017	4115	4042
2018	4117	4040
2019	4119	4037
2020	4121	4035
2021	4123	4033
2022	4125	4031
2023	4127	4029
2024	4129	4027
2025	4131	4025
2026	4133	4022
2027	4135	4020
2028	4136	4018
2029	4138	4016
2030	4140	4014
2031	4142	4012
2032	4144	4010
2033	4146	4008
2034	4148	4006
2035	4151	4004
2036	4152	4002
2037	4154	3999
2038	4156	3997
2039	4158	3995
2040	4160	3993
2041	4162	3991
2042	4164	3989
2043	4166	3987
2044	4168	3985
2045	4170	3983
2046	4172	3981
2047	4174	3979
2048	4176	3977
2049	4178	3974
2050	4180	3972
2051	4182	3970
2052	4184	3968
2053	4186	3966
2054	4188	3964
2055	4190	3962
2056	4192	3960
2057	4194	3958
2058	4196	3956
2059	4198	3954
2060	4200	3951
2061	4202	3949
2062	4204	3947
2063	4206	3945
2064	4208	3943
2065	4210	3941
2066	4212	3938
2067	4214	3936
2068	4215	3934
2069	4217	3932
2070	4219	3930
2071	4221	3928
2072	4223	3926
2073	4225	3924
2074	4227	3921
2075	4229	3919
2076	4231	3917
2077	4233	3915
2078	4235	3913
2079	4236	3911
2080	4238	3908
2081	4240	3906
2082	4242	3904
2083	4244	3902
2084	4246	3900
2085	4248	3897
2086	4250	3895
2087	4252	3893
2088	4254	3891
2089	4256	3889
2090	4258	3887
2091	4260	3885
2092	4262	3883
2093	4264	3881
2094	4266	3879
2095	4268	3877
2096	4270	3875
2097	4272	3872
2098	4273	3870
2099	4275	3868
2100	4277	3866
2101	4279	3864
2102	4281	3862
2103	4283	3859
2104	4285	3857
2105	4287	3855
2106	4289	3853
2107	4291	3851
2108	4293	3849
2109	4295	3847
2110	4297	3845
2111	4298	3843
2112	4300	3840
2113	4302	3838
2114	4304	3836
2115	4306	3834
2116	4308	3832
2117	4310	3830
2118	4312	3828
2119	4314	3826
2120	4316	3823
2121	4318	3821
2122	4320	3819
2123	4321	3817
2124	4323	3815
2125	4325	3812
2126	4327	3810
2127	4329	3808
2128	4330	3806
2129	4332	3803
2130	4334	3801
2131	4336	3799
2132	4338	3797
2133	4340	3795
2134	4342	3793
2135	4343	3790
2136	4346	3788
2137	4347	3786
2138	4349	3784
2139	4351	3782
2140	4353	3780
2141	4355	3777
2142	4357	3775
2143	4359	3773
2144	4361	3771
2145	4363	3770
2146	4365	3768
2147	4368	3766
2148	4370	3764
2149	4372	3762
2150	4374	3760
2151	4376	3758
2152	4378	3756
2153	4380	3754
2154	4382	3752
2155	4384	3750
2156	4386	3748
2157	4389	3746
2158	4391	3744
2159	4393	3742
2160	4395	3740
2161	4397	3738
2162	4399	3736
2163	4401	3734
2164	4403	3732
2165	4405	3730
2166	4407	3728
2167	4409	3725
2168	4411	3723
2169	4413	3721
2170	4415	3719
2171	4416	3717
2172	4419	3715
2173	4421	3713
2174	4423	3711
2175	4425	3709
2176	4427	3707
2177	4429	3705
2178	4431	3703
2179	4433	3701
2180	4435	3698
2181	4437	3696
2182	4438	3694
2183	4440	3692
2184	4442	3690
2185	4444	3688
2186	4446	3685
2187	4448	3683
2188	4450	3681
2189	4451	3679
2190	4453	3677
2191	4455	3675
2192	4457	3673
2193	4459	3670
2194	4461	3668
2195	4463	3666
2196	4466	3665
2197	4467	3662
2198	4469	3660
2199	4471	3658
2200	4474	3656
2201	4475	3654
2202	4477	3652
2203	4479	3650
2204	4481	3648
2205	4483	3646
2206	4485	3644
2207	4487	3642
2208	4489	3640
2209	4491	3637
2210	4493	3635
2211	4495	3633
2212	4497	3631
2213	4499	3629
2214	4501	3627
2215	4503	3625
2216	4505	3623
2217	4507	3621
2218	4508	3618
2219	4510	3616
2220	4512	3614
2221	4514	3612
2222	4516	3610
2223	4518	3608
2224	4520	3606
2225	4522	3604
2226	4524	3601
2227	4525	3599
2228	4527	3597
2229	4529	3595
2230	4531	3592
2231	4533	3590
2232	4535	3588
2233	4537	3586
2234	4538	3584
2235	4540	3582
2236	4542	3580
2237	4544	3578
2238	4546	3575
2239	4548	3573
2240	4550	3571
2241	4552	3569
2242	4554	3567
2243	4556	3565
2244	4557	3562
2245	4559	3560
2246	4561	3558
2247	4564	3557
2248	4568	3557
2249	4572	3556
2250	4576	3556
2251	4580	3555
2252	4583	3554
2253	4587	3553
2254	4590	3552
2255	4593	3551
2256	4596	3549
2257	4599	3548
2258	4601	3546
2259	4604	3544
2260	4608	3544
2261	4610	3542
2262	4612	3540
2263	4614	3538
2264	4615	3535
2265	4617	3533
2266	4619	3531
2267	4621	3529
2268	4623	3527
2269	4626	3525
2270	4628	3523
2271	4630	3521
2272	4632	3519
2273	4634	3517
2274	4636	3515
2275	4638	3513
2276	4640	3511
2277	4642	3509
2278	4644	3506
2279	4645	3504
2280	4647	3502
2281	4649	3500
2282	4651	3498
2283	4653	3496
2284	4655	3493
2285	4657	3491
2286	4659	3489
2287	4660	3487
2288	4662	3485
2289	4664	3483
2290	4666	3481
2291	4668	3478
2292	4670	3476
2293	4672	3474
2294	4674	3472
2295	4676	3470
2296	4678	3468
2297	4680	3466
2298	4682	3464
2299	4684	3462
2300	4685	3459
2301	4687	3457
2302	4689	3455
2303	4691	3453
2304	4693	3451
2305	4695	3449
2306	4697	3447
2307	4699	3444
2308	4700	3442
2309	4702	3440
2310	4704	3438
2311	4706	3436
2312	4708	3434
2313	4710	3432
2314	4712	3430
2315	4714	3427
2316	4716	3425
2317	4718	3423
2318	4720	3421
2319	4722	3419
2320	4724	3417
2321	4726	3415
2322	4728	3413
2323	4730	3411
2324	4732	3409
2325	4735	3407
2326	4737	3405
2327	4738	3403
2328	4740	3401
2329	4742	3399
2330	4745	3397
2331	4747	3395
2332	4749	3393
2333	4751	3391
2334	4753	3389
2335	4755	3387
2336	4758	3385
2337	4760	3384
2338	4762	3382
2339	4764	3379
2340	4766	3377
2341	4768	3375
2342	4770	3373
2343	4772	3371
2344	4774	3369
2345	4776	3367
2346	4778	3365
2347	4780	3363
2348	4782	3361
2349	4784	3359
2350	4785	3356
2351	4788	3354
2352	4789	3352
2353	4791	3350
2354	4793	3348
2355	4795	3346
2356	4797	3344
2357	4799	3342
2358	4801	3340
2359	4803	3338
2360	4805	3336
2361	4807	3333
2362	4809	3331
2363	4811	3329
2364	4813	3327
2365	4815	3325
2366	4817	3323
2367	4819	3321
2368	4821	3319
2369	4823	3317
2370	4825	3315
2371	4827	3313
2372	4829	3311
2373	4831	3309
2374	4833	3307
2375	4835	3305
2376	4837	3302
2377	4839	3300
2378	4841	3298
2379	4842	3296
2380	4844	3294
2381	4846	3292
2382	4848	3290
2383	4850	3288
2384	4852	3285
2385	4854	3283
2386	4856	3281
2387	4858	3279
2388	4860	3277
2389	4863	3276
2390	4864	3273
2391	4866	3271
2392	4868	3269
2393	4870	3267
2394	4872	3265
2395	4874	3263
2396	4876	3261
2397	4879	3259
2398	4881	3257
2399	4882	3255
2400	4884	3253
2401	4886	3251
2402	4888	3248
2403	4890	3246
2404	4892	3244
2405	4894	3242
2406	4896	3240
2407	4898	3238
2408	4900	3236
2409	4902	3234
2410	4904	3232
2411	4906	3230
2412	4908	3227
2413	4910	3225
2414	4911	3223
2415	4914	3221
2416	4915	3219
2417	4917	3217
2418	4919	3215
2419	4921	3213
2420	4924	3211
2421	4926	3209
2422	4928	3207
2423	4930	3205
2424	4932	3203
2425	4934	3201
2426	4936	3199
2427	4938	3197
2428	4940	3195
2429	4942	3193
2430	4944	3191
2431	4946	3188
2432	4948	3186
2433	4952	3186
2434	4954	3184
2435	4956	3182
2436	4958	3180
2437	4960	3178
2438	4962	3176
2439	4964	3174
2440	4966	3171
2441	4968	3169
2442	4970	3167
2443	4972	3165
2444	4974	3163
2445	4976	3161
2446	4978	3159
2447	4980	3157
2448	4982	3155
2449	4983	3153
2450	4986	3151
2451	4988	3149
2452	4990	3147
2453	4992	3145
2454	4994	3142
2455	4996	3140
2456	4998	3138
2457	5000	3136
2458	5001	3134
2459	5003	3132
2460	5005	3130
2461	5007	3128
2462	5009	3126
2463	5011	3124
2464	5013	3122
2465	5015	3119
2466	5018	3118
2467	5020	3116
2468	5022	3114
2469	5024	3112
2470	5025	3109
2471	5027	3107
2472	5029	3105
2473	5031	3103
2474	5033	3101
2475	5035	3099
2476	5039	3098
2477	5041	3096
2478	5043	3094
2479	5045	3092
2480	5047	3090
2481	5049	3088
2482	5051	3086
2483	5053	3084
2484	5055	3081
2485	5057	3079
2486	5059	3078
2487	5061	3076
2488	5063	3074
2489	5065	3071
2490	5068	3070
2491	5070	3068
2492	5072	3066
2493	5074	3063
2494	5075	3061
2495	5077	3059
2496	5079	3057
2497	5081	3055
2498	5083	3053
2499	5085	3051
2500	5088	3049
2501	5090	3047
2502	5092	3045
2503	5094	3043
2504	5096	3041
2505	5098	3039
2506	5099	3037
2507	5101	3035
2508	5104	3033
2509	5106	3031
2510	5108	3029
2511	5110	3027
2512	5112	3025
2513	5114	3022
2514	5116	3020
2515	5118	3018
2516	5120	3016
2517	5122	3014
2518	5124	3012
2519	5126	3010
2520	5128	3008
2521	5130	3006
2522	5132	3004
2523	5133	3002
2524	5135	3000
2525	5138	2998
2526	5140	2996
2527	5142	2994
2528	5144	2992
2529	5146	2990
2530	5148	2987
2531	5150	2986
2532	5153	2984
2533	5155	2982
2534	5157	2980
2535	5160	2978
2536	5162	2977
2537	5164	2974
2538	5166	2972
2539	5168	2970
2540	5170	2968
2541	5172	2966
2542	5174	2964
2543	5176	2962
2544	5178	2960
2545	5181	2958
2546	5183	2956
2547	5185	2954
2548	5187	2952
2549	5189	2950
2550	5191	2948
2551	5192	2946
2552	5195	2944
2553	5197	2942
2554	5199	2940
2555	5201	2938
2556	5202	2936
2557	5205	2934
2558	5207	2932
2559	5209	2930
2560	5210	2927
2561	5212	2925
2562	5214	2923
2563	5216	2921
2564	5218	2919
2565	5220	2917
2566	5222	2915
2567	5224	2913
2568	5226	2911
2569	5228	2909
2570	5230	2907
2571	5232	2905
2572	5234	2903
2573	5236	2900
2574	5238	2898
2575	5240	2896
2576	5242	2894
2577	5244	2892
2578	5246	2890
2579	5248	2888
2580	5250	2886
2581	5252	2884
2582	5254	2882
2583	5256	2880
2584	5258	2878
2585	5259	2876
2586	5261	2873
2587	5264	2872
2588	5266	2870
2589	5268	2868
2590	5270	2866
2591	5272	2864
2592	5274	2861
2593	5276	2859
2594	5278	2857
2595	5281	2856
2596	5283	2854
2597	5285	2852
2598	5287	2850
2599	5288	2847
2600	5290	2845
2601	5292	2843
2602	5294	2841
2603	5296	2839
2604	5298	2837
2605	5300	2835
2606	5302	2833
2607	5304	2831
2608	5306	2829
2609	5308	2827
2610	5310	2825
2611	5312	2822
2612	5314	2820
2613	5316	2818
2614	5318	2816
2615	5320	2814
2616	5322	2812
2617	5324	2810
2618	5326	2808
2619	5328	2806
2620	5330	2804
2621	5332	2802
2622	5334	2800
2623	5336	2798
2624	5338	2796
2625	5340	2794
2626	5342	2792
2627	5344	2790
2628	5346	2788
2629	5349	2786
2630	5351	2784
2631	5353	2782
2632	5355	2780
2633	5357	2778
2634	5359	2776
2635	5361	2774
2636	5363	2772
2637	5365	2770
2638	5367	2768
2639	5369	2765
2640	5371	2763
2641	5372	2761
2642	5374	2759
2643	5376	2757
2644	5378	2755
2645	5380	2753
2646	5382	2751
2647	5384	2749
2648	5386	2747
2649	5388	2745
2650	5390	2743
2651	5392	2740
2652	5394	2738
2653	5396	2736
2654	5398	2734
2655	5399	2732
2656	5401	2730
2657	5403	2728
2658	5405	2726
2659	5407	2723
2660	5408	2721
2661	5410	2719
2662	5412	2717
2663	5414	2715
2664	5416	2713
2665	5418	2711
2666	5420	2709
2667	5422	2707
2668	5424	2705
2669	5426	2702
2670	5428	2700
2671	5430	2698
2672	5432	2696
2673	5433	2694
2674	5435	2692
2675	5437	2690
2676	5439	2688
2677	5441	2686
2678	5443	2684
2679	5445	2682
2680	5447	2680
2681	5449	2678
2682	5451	2676
2683	5453	2674
2684	5455	2671
2685	5457	2669
2686	5459	2667
2687	5461	2665
2688	5463	2663
2689	5465	2661
2690	5467	2659
2691	5468	2657
2692	5470	2655
2693	5472	2653
2694	5474	2651
2695	5477	2649
2696	5479	2647
2697	5481	2645
2698	5483	2643
2699	5485	2641
2700	5487	2639
2701	5489	2637
2702	5491	2634
2703	5493	2632
2704	5495	2630
2705	5497	2628
2706	5499	2626
2707	5500	2624
2708	5502	2622
2709	5505	2620
2710	5506	2618
2711	5508	2616
2712	5510	2614
2713	5512	2612
2714	5514	2610
2715	5516	2607
2716	5518	2605
2717	5520	2603
2718	5522	2601
2719	5524	2599
2720	5526	2597
2721	5528	2595
2722	5530	2593
2723	5532	2591
2724	5534	2589
2725	5536	2587
2726	5537	2585
2727	5539	2583
2728	5541	2581
2729	5543	2578
2730	5545	2577
2731	5548	2575
2732	5550	2573
2733	5552	2570
2734	5553	2568
2735	5555	2566
2736	5557	2564
2737	5559	2562
2738	5562	2560
2739	5563	2558
2740	5565	2556
2741	5567	2554
2742	5569	2552
2743	5571	2550
2744	5573	2548
2745	5575	2546
2746	5578	2544
2747	5579	2542
2748	5581	2540
2749	5583	2538
2750	5585	2536
2751	5587	2534
2752	5589	2531
2753	5591	2529
2754	5593	2527
2755	5595	2525
2756	5597	2523
2757	5599	2521
2758	5601	2519
2759	5603	2517
2760	5605	2515
2761	5607	2513
2762	5609	2511
2763	5611	2509
2764	5613	2507
2765	5615	2505
2766	5617	2503
2767	5619	2501
2768	5621	2498
2769	5623	2496
2770	5624	2494
2771	5626	2492
2772	5628	2490
2773	5630	2488
2774	5632	2486
2775	5634	2484
2776	5636	2482
2777	5638	2480
2778	5640	2478
2779	5642	2476
2780	5644	2473
2781	5646	2471
2782	5647	2469
2783	5649	2467
2784	5651	2465
2785	5653	2463
2786	5655	2461
2787	5657	2459
2788	5659	2457
2789	5661	2455
2790	5662	2453
2791	5664	2450
2792	5666	2448
2793	5668	2446
2794	5670	2444
2795	5672	2442
2796	5674	2440
2797	5676	2438
2798	5678	2436
2799	5680	2434
2800	5681	2432
2801	5683	2430
2802	5685	2427
2803	5687	2425
2804	5689	2423
2805	5691	2421
2806	5693	2419
2807	5695	2417
2808	5697	2415
2809	5698	2413
2810	5700	2411
2811	5702	2409
2812	5704	2407
2813	5706	2405
2814	5708	2403
2815	5710	2400
2816	5712	2398
2817	5714	2396
2818	5716	2394
2819	5718	2392
2820	5720	2390
2821	5722	2388
2822	5723	2386
2823	5725	2384
2824	5727	2382
2825	5729	2380
2826	5731	2378
2827	5733	2376
2828	5735	2374
2829	5737	2372
2830	5739	2369
2831	5742	2368
2832	5744	2366
2833	5746	2364
2834	5748	2362
2835	5750	2360
2836	5751	2357
2837	5754	2355
2838	5756	2353
2839	5758	2351
2840	5760	2349
2841	5761	2347
2842	5763	2345
2843	5765	2343
2844	5767	2341
2845	5769	2339
2846	5771	2337
2847	5773	2335
2848	5775	2333
2849	5777	2331
2850	5778	2328
2851	5780	2326
2852	5782	2324
2853	5784	2322
2854	5786	2320
2855	5788	2318
2856	5790	2316
2857	5792	2314
2858	5794	2312
2859	5796	2310
2860	5797	2308
2861	5799	2306
2862	5801	2304
2863	5803	2301
2864	5805	2299
2865	5807	2297
2866	5809	2295
2867	5810	2293
2868	5812	2291
2869	5814	2289
2870	5816	2287
2871	5818	2285
2872	5821	2283
2873	5823	2281
2874	5825	2279
2875	5827	2277
2876	5829	2275
2877	5831	2273
2878	5833	2271
2879	5834	2269
2880	5836	2267
2881	5838	2265
2882	5840	2262
2883	5842	2260
2884	5844	2258
2885	5846	2256
2886	5848	2254
2887	5850	2252
2888	5851	2250
2889	5853	2248
2890	5855	2246
2891	5857	2244
2892	5859	2242
2893	5861	2240
2894	5863	2238
2895	5865	2236
2896	5867	2233
2897	5869	2231
2898	5871	2229
2899	5872	2227
2900	5874	2225
2901	5876	2223
2902	5878	2221
2903	5880	2219
2904	5882	2217
2905	5884	2215
2906	5886	2213
2907	5888	2211
2908	5890	2209
2909	5892	2207
2910	5894	2205
2911	5896	2203
2912	5898	2201
2913	5900	2198
2914	5902	2196
2915	5904	2194
2916	5906	2192
2917	5908	2190
2918	5910	2188
2919	5911	2186
2920	5913	2184
2921	5915	2182
2922	5917	2180
2923	5919	2178
2924	5921	2176
2925	5923	2174
2926	5924	2172
2927	5926	2169
2928	5928	2167
2929	5930	2165
2930	5932	2163
2931	5934	2161
2932	5936	2159
2933	5938	2157
2934	5940	2155
2935	5942	2153
2936	5944	2151
2937	5946	2149
2938	5948	2147
2939	5950	2145
2940	5952	2143
2941	5954	2141
2942	5956	2139
2943	5958	2137
2944	5960	2135
2945	5962	2133
2946	5964	2131
2947	5966	2129
2948	5968	2127
2949	5970	2124
2950	5972	2123
2951	5974	2121
2952	5976	2119
2953	5978	2117
2954	5980	2114
2955	5982	2112
2956	5984	2110
2957	5986	2108
2958	5987	2106
2959	5989	2104
2960	5991	2102
2961	5993	2100
2962	5995	2098
2963	5998	2096
2964	5999	2094
2965	6001	2092
2966	6003	2090
2967	6005	2088
2968	6007	2086
2969	6009	2084
2970	6011	2082
2971	6013	2080
2972	6015	2077
2973	6017	2075
2974	6019	2073
2975	6021	2071
2976	6023	2069
2977	6025	2067
2978	6026	2065
2979	6028	2063
2980	6030	2061
2981	6032	2059
2982	6034	2057
2983	6036	2055
2984	6038	2053
2985	6040	2051
2986	6042	2049
2987	6044	2047
2988	6045	2044
2989	6047	2042
2990	6049	2040
2991	6051	2038
2992	6053	2036
2993	6055	2034
2994	6057	2032
2995	6059	2030
2996	6061	2028
2997	6063	2026
2998	6065	2024
2999	6067	2022
3000	6069	2020
3001	6070	2018
3002	6072	2016
3003	6074	2014
3004	6076	2012
3005	6078	2010
3006	6080	2008
3007	6082	2005
3008	6084	2003
3009	6086	2001
3010	6088	1999
3011	6090	1997
3012	6091	1995
3013	6093	1993
3014	6095	1991
3015	6097	1989
3016	6099	1987
3017	6101	1985
3018	6103	1983
3019	6105	1981
3020	6107	1979
3021	6109	1977
3022	6111	1975
3023	6113	1973
3024	6115	1970
3025	6117	1968
3026	6118	1966
3027	6120	1964
3028	6122	1962
3029	6124	1960
3030	6126	1958
3031	6128	1956
3032	6130	1954
3033	6132	1952
3034	6134	1950
3035	6136	1948
3036	6138	1946
3037	6140	1944
3038	6141	1942
3039	6144	1940
3040	6146	1938
3041	6148	1936
3042	6150	1934
3043	6152	1932
3044	6155	1930
3045	6157	1928
3046	6159	1926
3047	6160	1924
3048	6162	1922
3049	6164	1920
3050	6166	1918
3051	6168	1916
3052	6170	1913
3053	6172	1911
3054	6173	1909
3055	6175	1907
3056	6177	1905
3057	6179	1903
3058	6182	1901
3059	6184	1899
3060	6186	1897
3061	6188	1895
3062	6190	1893
3063	6192	1891
3064	6194	1889
3065	6196	1887
3066	6198	1885
3067	6200	1883
3068	6202	1881
3069	6203	1879
3070	6205	1877
3071	6207	1875
3072	6209	1873
3073	6211	1871
3074	6213	1869
3075	6215	1867
3076	6217	1865
3077	6219	1862
3078	6221	1860
3079	6223	1858
3080	6225	1856
3081	6226	1854
3082	6228	1852
3083	6231	1850
3084	6232	1848
3085	6235	1846
3086	6237	1844
3087	6238	1842
3088	6240	1840
3089	6242	1838
3090	6244	1836
3091	6246	1834
3092	6248	1832
3093	6250	1830
3094	6252	1828
3095	6254	1826
3096	6256	1824
3097	6257	1822
3098	6259	1819
3099	6261	1817
3100	6263	1815
3101	6265	1813
3102	6267	1811
3103	6269	1809
3104	6271	1807
3105	6273	1805
3106	6275	1803
3107	6277	1801
3108	6279	1799
3109	6280	1797
3110	6283	1795
3111	6285	1793
3112	6287	1791
3113	6288	1789
3114	6290	1787
3115	6292	1785
3116	6294	1783
3117	6296	1781
3118	6298	1779
3119	6300	1777
3120	6302	1774
3121	6304	1772
3122	6306	1770
3123	6307	1768
3124	6309	1766
3125	6311	1764
3126	6313	1762
3127	6315	1760
3128	6317	1758
3129	6319	1756
3130	6321	1754
3131	6323	1752
3132	6325	1750
3133	6327	1748
3134	6329	1746
3135	6331	1744
3136	6333	1742
3137	6335	1740
3138	6336	1738
3139	6338	1736
3140	6340	1734
3141	6342	1732
3142	6345	1730
3143	6347	1728
3144	6349	1726
3145	6351	1724
3146	6353	1722
3147	6355	1720
3148	6357	1718
3149	6359	1716
3150	6361	1713
3151	6363	1711
3152	6365	1709
3153	6366	1707
3154	6368	1705
3155	6370	1703
3156	6372	1701
3157	6374	1699
3158	6376	1697
3159	6378	1695
3160	6380	1693
3161	6382	1691
3162	6384	1689
3163	6386	1687
3164	6388	1685
3165	6390	1683
3166	6392	1681
3167	6394	1679
3168	6395	1677
3169	6397	1675
3170	6399	1673
3171	6401	1671
3172	6403	1668
3173	6405	1666
3174	6406	1664
3175	6408	1662
3176	6410	1660
3177	6412	1658
3178	6414	1656
3179	6416	1654
3180	6417	1652
3181	6419	1650
3182	6422	1648
3183	6423	1646
3184	6425	1644
3185	6427	1642
3186	6429	1640
3187	6431	1638
3188	6433	1636
3189	6435	1634
3190	6437	1631
3191	6438	1629
3192	6440	1627
3193	6442	1625
3194	6444	1623
3195	6446	1621
3196	6448	1619
3197	6450	1617
3198	6452	1615
3199	6454	1613
3200	6456	1611
3201	6457	1609
3202	6459	1607
3203	6461	1605
3204	6463	1603
3205	6465	1601
3206	6467	1599
3207	6469	1597
3208	6471	1595
3209	6473	1593
3210	6474	1590
3211	6476	1588
3212	6478	1586
3213	6480	1584
3214	6482	1582
3215	6484	1580
3216	6486	1578
3217	6487	1576
3218	6489	1574
3219	6491	1572
3220	6493	1570
3221	6495	1568
3222	6497	1566
3223	6499	1564
3224	6501	1562
3225	6503	1560
3226	6505	1558
3227	6507	1556
3228	6509	1554
3229	6511	1552
3230	6513	1550
3231	6515	1548
3232	6516	1546
3233	6518	1544
3234	6520	1542
3235	6522	1540
3236	6525	1538
3237	6527	1536
3238	6528	1533
3239	6530	1531
3240	6532	1529
3241	6534	1527
3242	6536	1525
3243	6538	1523
3244	6540	1521
3245	6542	1519
3246	6545	1517
3247	6547	1515
3248	6549	1513
3249	6550	1511
3250	6552	1509
3251	6554	1507
3252	6556	1505
3253	6558	1503
3254	6560	1501
3255	6562	1499
3256	6564	1497
3257	6566	1495
3258	6568	1493
3259	6569	1491
3260	6571	1489
3261	6573	1487
3262	6575	1485
3263	6577	1483
3264	6579	1481
3265	6581	1479
3266	6583	1477
3267	6584	1474
3268	6587	1472
3269	6589	1470
3270	6591	1468
3271	6593	1466
