iter	Passed	Remaining
894	1811	6284
895	1813	6282
896	1815	6281
897	1817	6279
898	1819	6276
899	1821	6273
900	1823	6271
901	1825	6269
902	1827	6267
903	1829	6265
904	1831	6264
905	1833	6261
906	1835	6258
907	1837	6256
908	1839	6254
909	1841	6251
910	1843	6249
911	1845	6248
912	1847	6245
913	1849	6243
914	1851	6240
915	1852	6237
916	1854	6235
917	1856	6232
918	1858	6230
919	1860	6228
920	1862	6226
921	1864	6223
922	1866	6221
923	1868	6219
924	1870	6217
925	1872	6214
926	1873	6212
927	1875	6209
928	1878	6208
929	1879	6205
930	1881	6202
931	1883	6200
932	1885	6197
933	1887	6195
934	1889	6193
935	1891	6191
936	1892	6187
937	1894	6185
938	1896	6183
939	1898	6181
940	1900	6179
941	1902	6176
942	1904	6174
943	1906	6172
944	1908	6169
945	1910	6168
946	1912	6166
947	1914	6163
948	1916	6161
949	1918	6159
950	1920	6157
951	1922	6156
952	1925	6155
953	1927	6153
954	1929	6151
955	1931	6148
956	1933	6146
957	1934	6144
958	1936	6141
959	1938	6139
960	1940	6137
961	1942	6135
962	1944	6133
963	1946	6131
964	1948	6128
965	1950	6125
966	1952	6123
967	1954	6121
968	1956	6118
969	1958	6116
970	1960	6114
971	1962	6113
972	1964	6111
973	1966	6108
974	1968	6106
975	1969	6103
976	1971	6100
977	1973	6098
978	1975	6097
979	1977	6095
980	1979	6092
981	1981	6089
982	1983	6087
983	1985	6085
984	1987	6082
985	1989	6080
986	1991	6078
987	1993	6076
988	1995	6074
989	1997	6072
990	1999	6070
991	2001	6068
992	2002	6065
993	2004	6063
994	2007	6061
995	2009	6060
996	2011	6058
997	2013	6056
998	2015	6053
999	2017	6051
1000	2018	6048
1001	2020	6046
1002	2023	6044
1003	2025	6043
1004	2027	6041
1005	2029	6038
1006	2030	6036
1007	2032	6034
1008	2034	6031
1009	2036	6029
1010	2038	6027
1011	2040	6025
1012	2042	6023
1013	2044	6022
1014	2046	6019
1015	2048	6017
1016	2050	6014
1017	2052	6012
1018	2054	6010
1019	2056	6008
1020	2058	6005
1021	2060	6002
1022	2062	6000
1023	2063	5998
1024	2065	5995
1025	2067	5992
1026	2069	5989
1027	2071	5987
1028	2073	5985
1029	2075	5983
1030	2076	5980
1031	2078	5978
1032	2080	5976
1033	2082	5973
1034	2084	5971
1035	2086	5968
1036	2088	5966
1037	2090	5964
1038	2092	5962
1039	2094	5961
1040	2096	5959
1041	2098	5956
1042	2100	5954
1043	2103	5955
1044	2105	5952
1045	2107	5950
1046	2109	5949
1047	2111	5946
1048	2113	5944
1049	2115	5942
1050	2116	5939
1051	2118	5937
1052	2120	5935
1053	2122	5933
1054	2124	5930
1055	2126	5928
1056	2128	5925
1057	2130	5924
1058	2132	5921
1059	2134	5919
1060	2136	5917
1061	2138	5915
1062	2140	5913
1063	2142	5911
1064	2144	5909
1065	2146	5907
1066	2148	5905
1067	2150	5902
1068	2152	5900
1069	2154	5898
1070	2155	5895
1071	2157	5893
1072	2159	5890
1073	2161	5888
1074	2163	5886
1075	2165	5883
1076	2167	5881
1077	2169	5879
1078	2170	5877
1079	2173	5875
1080	2174	5873
1081	2177	5871
1082	2178	5868
1083	2180	5866
1084	2182	5863
1085	2184	5861
1086	2186	5859
1087	2188	5857
1088	2190	5855
1089	2192	5853
1090	2194	5850
1091	2196	5848
1092	2198	5846
1093	2200	5844
1094	2202	5842
1095	2204	5839
1096	2206	5838
1097	2208	5836
1098	2210	5834
1099	2211	5831
1100	2213	5829
1101	2215	5826
1102	2217	5823
1103	2219	5821
1104	2221	5820
1105	2223	5818
1106	2225	5816
1107	2227	5814
1108	2229	5811
1109	2231	5809
1110	2233	5807
1111	2235	5807
1112	2237	5804
1113	2239	5802
1114	2241	5801
1115	2243	5798
1116	2245	5795
1117	2247	5793
1118	2249	5790
1119	2251	5788
1120	2253	5786
1121	2254	5784
1122	2256	5781
1123	2258	5779
1124	2260	5776
1125	2262	5774
1126	2264	5772
1127	2266	5770
1128	2268	5767
1129	2269	5765
1130	2271	5762
1131	2273	5760
1132	2275	5758
1133	2277	5756
1134	2279	5753
1135	2281	5751
1136	2283	5749
1137	2285	5748
1138	2287	5745
1139	2289	5743
1140	2291	5740
1141	2293	5738
1142	2294	5736
1143	2296	5733
1144	2298	5731
1145	2300	5729
1146	2302	5726
1147	2304	5725
1148	2306	5723
1149	2308	5721
1150	2310	5719
1151	2312	5716
1152	2314	5714
1153	2316	5712
1154	2318	5710
1155	2320	5708
1156	2322	5705
1157	2323	5703
1158	2325	5700
1159	2327	5698
1160	2329	5697
1161	2331	5695
1162	2333	5692
1163	2335	5690
1164	2337	5688
1165	2339	5686
1166	2341	5683
1167	2343	5681
1168	2345	5679
1169	2347	5677
1170	2349	5675
1171	2350	5672
1172	2352	5670
1173	2354	5667
1174	2356	5665
1175	2358	5663
1176	2360	5660
1177	2361	5658
1178	2363	5656
1179	2366	5654
1180	2367	5652
1181	2369	5649
1182	2371	5647
1183	2373	5645
1184	2375	5643
1185	2377	5641
1186	2379	5638
1187	2381	5636
1188	2383	5633
1189	2384	5631
1190	2386	5629
1191	2388	5627
1192	2390	5625
1193	2392	5623
1194	2394	5621
1195	2396	5619
1196	2398	5617
1197	2400	5615
1198	2402	5613
1199	2405	5611
1200	2406	5609
1201	2408	5607
1202	2410	5604
1203	2413	5603
1204	2415	5601
1205	2417	5599
1206	2419	5597
1207	2420	5595
1208	2422	5593
1209	2424	5591
1210	2427	5589
1211	2428	5587
1212	2430	5585
1213	2432	5582
1214	2434	5580
1215	2437	5580
1216	2439	5577
1217	2441	5575
1218	2443	5573
1219	2445	5571
1220	2447	5569
1221	2448	5567
1222	2450	5565
1223	2453	5563
1224	2455	5562
1225	2457	5560
1226	2459	5557
1227	2461	5555
1228	2463	5554
1229	2465	5553
1230	2468	5551
1231	2469	5549
1232	2471	5547
1233	2473	5545
1234	2475	5542
1235	2477	5540
1236	2479	5537
1237	2481	5535
1238	2483	5534
1239	2485	5532
1240	2487	5531
1241	2489	5528
1242	2491	5526
1243	2493	5524
1244	2495	5523
1245	2497	5521
1246	2500	5519
1247	2502	5517
1248	2504	5516
1249	2506	5514
1250	2508	5512
1251	2510	5510
1252	2512	5508
1253	2514	5506
1254	2517	5506
1255	2519	5504
1256	2521	5502
1257	2523	5500
1258	2525	5498
1259	2527	5495
1260	2529	5493
1261	2531	5492
1262	2533	5491
1263	2535	5489
1264	2537	5486
1265	2539	5484
1266	2541	5481
1267	2543	5479
1268	2545	5478
1269	2547	5476
1270	2550	5475
1271	2552	5473
1272	2554	5471
1273	2556	5469
1274	2557	5466
1275	2559	5464
1276	2561	5462
1277	2564	5461
1278	2566	5459
1279	2569	5459
1280	2571	5458
1281	2573	5455
1282	2575	5453
1283	2577	5451
1284	2579	5450
1285	2582	5449
1286	2584	5448
1287	2586	5446
1288	2588	5443
1289	2590	5441
1290	2591	5438
1291	2593	5436
1292	2596	5436
1293	2599	5435
1294	2601	5433
1295	2602	5430
1296	2604	5428
1297	2606	5426
1298	2609	5424
1299	2610	5422
1300	2613	5422
1301	2616	5421
1302	2618	5419
1303	2620	5417
1304	2622	5414
1305	2623	5412
1306	2625	5410
1307	2627	5407
1308	2629	5406
1309	2631	5404
1310	2633	5402
1311	2635	5399
1312	2637	5397
1313	2640	5396
1314	2642	5394
1315	2644	5392
1316	2646	5391
1317	2648	5389
1318	2650	5388
1319	2652	5386
1320	2655	5384
1321	2657	5382
1322	2658	5379
1323	2661	5379
1324	2663	5377
1325	2665	5375
1326	2667	5373
1327	2669	5371
1328	2671	5369
1329	2673	5367
1330	2675	5365
1331	2677	5363
1332	2679	5361
1333	2681	5359
1334	2684	5358
1335	2686	5356
1336	2688	5354
1337	2690	5351
1338	2692	5350
1339	2694	5348
1340	2696	5346
1341	2698	5344
1342	2700	5342
1343	2702	5341
1344	2704	5338
1345	2706	5336
1346	2708	5334
1347	2710	5332
1348	2713	5332
1349	2715	5330
1350	2717	5328
1351	2719	5325
1352	2720	5323
1353	2722	5321
1354	2724	5318
1355	2727	5317
1356	2729	5315
1357	2731	5313
1358	2733	5311
1359	2735	5309
1360	2736	5306
1361	2738	5304
1362	2740	5302
1363	2743	5301
1364	2745	5299
1365	2747	5297
1366	2748	5294
1367	2750	5292
1368	2752	5290
1369	2754	5288
1370	2756	5285
1371	2758	5284
1372	2760	5282
1373	2763	5280
1374	2765	5278
1375	2767	5277
1376	2769	5275
1377	2771	5273
1378	2775	5274
1379	2777	5273
1380	2780	5273
1381	2782	5271
1382	2784	5269
1383	2786	5267
1384	2788	5265
1385	2791	5263
1386	2793	5262
1387	2795	5261
1388	2797	5258
1389	2799	5256
1390	2801	5254
1391	2803	5252
1392	2806	5251
1393	2808	5251
1394	2811	5249
1395	2813	5247
1396	2815	5245
1397	2817	5243
1398	2819	5241
1399	2821	5239
1400	2823	5237
1401	2825	5236
1402	2827	5234
1403	2829	5232
1404	2831	5230
1405	2833	5228
1406	2835	5225
1407	2837	5223
1408	2840	5222
1409	2842	5220
1410	2844	5218
1411	2846	5216
1412	2848	5214
1413	2850	5212
1414	2852	5210
1415	2854	5208
1416	2856	5207
1417	2858	5204
1418	2860	5202
1419	2862	5200
1420	2864	5198
1421	2866	5196
1422	2868	5194
1423	2870	5192
1424	2872	5189
1425	2874	5187
1426	2876	5185
1427	2878	5184
1428	2880	5182
1429	2882	5180
1430	2884	5177
1431	2885	5175
1432	2888	5173
1433	2890	5172
1434	2892	5170
1435	2894	5167
1436	2896	5165
1437	2897	5162
1438	2899	5160
1439	2901	5157
1440	2903	5155
1441	2905	5153
1442	2907	5152
1443	2909	5150
1444	2911	5148
1445	2913	5146
1446	2915	5143
1447	2917	5141
1448	2919	5139
1449	2921	5137
1450	2923	5136
1451	2925	5134
1452	2927	5131
1453	2929	5129
1454	2931	5128
1455	2933	5126
1456	2935	5124
1457	2937	5122
1458	2939	5120
1459	2942	5118
1460	2943	5116
1461	2946	5114
1462	2948	5113
1463	2950	5111
1464	2952	5109
1465	2954	5107
1466	2957	5106
1467	2959	5104
1468	2962	5103
1469	2963	5101
1470	2965	5099
1471	2967	5097
1472	2970	5095
1473	2972	5093
1474	2974	5091
1475	2976	5090
1476	2978	5088
1477	2980	5085
1478	2982	5083
1479	2984	5081
1480	2986	5080
1481	2988	5078
1482	2991	5076
1483	2993	5074
1484	2994	5072
1485	2996	5070
1486	2998	5067
1487	3000	5065
1488	3003	5065
1489	3005	5063
1490	3007	5061
1491	3009	5059
1492	3011	5057
1493	3014	5055
1494	3015	5053
1495	3017	5051
1496	3020	5049
1497	3022	5047
1498	3024	5045
1499	3026	5043
1500	3027	5041
1501	3029	5038
1502	3031	5036
1503	3033	5034
1504	3035	5032
1505	3037	5030
1506	3039	5028
1507	3041	5026
1508	3043	5024
1509	3045	5022
1510	3047	5020
1511	3050	5018
1512	3052	5016
1513	3054	5014
1514	3056	5013
1515	3058	5010
1516	3060	5009
1517	3062	5006
1518	3064	5004
1519	3065	5002
1520	3068	5000
1521	3070	4998
1522	3072	4996
1523	3074	4994
1524	3076	4992
1525	3077	4990
1526	3080	4988
1527	3081	4986
1528	3084	4984
1529	3087	4983
1530	3089	4981
1531	3091	4979
1532	3092	4977
1533	3094	4975
1534	3096	4973
1535	3099	4971
1536	3101	4969
1537	3103	4968
1538	3105	4966
1539	3107	4964
1540	3110	4962
1541	3111	4960
1542	3113	4958
1543	3115	4956
1544	3117	4954
1545	3120	4952
1546	3122	4950
1547	3124	4948
1548	3125	4946
1549	3127	4943
1550	3129	4941
1551	3131	4939
1552	3133	4937
1553	3135	4935
1554	3137	4933
1555	3139	4931
1556	3141	4929
1557	3143	4927
1558	3145	4925
1559	3147	4922
1560	3149	4920
1561	3151	4919
1562	3153	4917
1563	3155	4915
1564	3157	4913
1565	3160	4911
1566	3162	4909
1567	3164	4907
1568	3166	4905
1569	3167	4903
1570	3169	4901
1571	3171	4898
1572	3173	4896
1573	3176	4895
1574	3178	4894
1575	3180	4891
1576	3183	4890
1577	3185	4888
1578	3187	4887
1579	3189	4884
1580	3191	4882
1581	3193	4880
1582	3195	4878
1583	3197	4876
1584	3199	4875
1585	3201	4873
1586	3203	4870
1587	3205	4869
1588	3207	4866
1589	3209	4864
1590	3211	4863
1591	3214	4861
1592	3216	4859
1593	3218	4857
1594	3220	4855
1595	3222	4853
1596	3224	4851
1597	3226	4849
1598	3227	4847
1599	3229	4844
1600	3231	4842
1601	3233	4840
1602	3235	4838
1603	3237	4836
1604	3239	4834
1605	3241	4832
1606	3243	4830
1607	3245	4828
1608	3247	4825
1609	3249	4824
1610	3251	4822
1611	3253	4819
1612	3255	4817
1613	3257	4815
1614	3259	4813
1615	3261	4811
1616	3263	4808
1617	3265	4807
1618	3267	4805
1619	3269	4802
1620	3271	4800
1621	3273	4798
1622	3274	4796
1623	3276	4793
1624	3279	4792
1625	3281	4790
1626	3283	4789
1627	3285	4787
1628	3287	4785
1629	3289	4782
1630	3291	4780
1631	3293	4778
1632	3295	4776
1633	3297	4774
1634	3299	4772
1635	3301	4770
1636	3303	4768
1637	3305	4766
1638	3306	4763
1639	3308	4761
1640	3310	4759
1641	3313	4757
1642	3315	4756
1643	3317	4754
1644	3319	4752
1645	3321	4750
1646	3324	4748
1647	3326	4748
1648	3329	4747
1649	3332	4745
1650	3333	4743
1651	3336	4741
1652	3339	4741
1653	3341	4739
1654	3344	4738
1655	3346	4736
1656	3348	4734
1657	3350	4733
1658	3353	4731
1659	3354	4729
1660	3356	4727
1661	3358	4725
1662	3361	4723
1663	3363	4721
1664	3365	4719
1665	3367	4717
1666	3369	4715
1667	3371	4713
1668	3373	4711
1669	3375	4709
1670	3377	4707
1671	3380	4706
1672	3382	4704
1673	3384	4702
1674	3386	4700
1675	3388	4698
1676	3390	4696
1677	3392	4694
1678	3394	4692
1679	3396	4690
1680	3398	4688
1681	3400	4686
1682	3402	4684
1683	3404	4682
1684	3406	4679
1685	3408	4677
1686	3410	4676
1687	3413	4675
1688	3415	4672
1689	3417	4670
1690	3419	4669
1691	3421	4666
1692	3423	4664
1693	3425	4662
1694	3428	4662
1695	3430	4660
1696	3432	4658
1697	3434	4656
1698	3436	4654
1699	3438	4652
1700	3441	4650
1701	3443	4649
1702	3445	4647
1703	3447	4645
1704	3449	4643
1705	3451	4641
1706	3453	4639
1707	3455	4636
1708	3457	4634
1709	3459	4632
1710	3461	4630
1711	3463	4628
1712	3465	4627
1713	3467	4625
1714	3469	4622
1715	3471	4620
1716	3473	4618
1717	3476	4617
